account_id,month,payment_status,price_per_hour_compute,price_per_gb_storage,price_per_gb_network,billed_compute_usd,billed_storage_usd,billed_network_usd,billed_amount_usd,cost_compute_usd,cost_storage_usd,cost_network_usd,cost_usd,discount_percent,discount_usd,billed_after_discount_usd,cost_after_discount_usd
A0188,2025-04,Pending,0.025,0.023,0.09,0.07,0.08,0.08,0.68,0.04,0.05,0.04,0.39,0,0.0,0.68,0.39
A0188,2025-05,Paid,0.025,0.023,0.09,0.15,0.1,0.19,1.02,0.08,0.05,0.1,0.54,0,0.0,1.02,0.54
A0188,2025-06,Overdue,0.025,0.023,0.09,0.07,0.07,0.09,0.72,0.05,0.05,0.06,0.5,0,0.0,0.72,0.5
A0188,2025-07,Paid,0.025,0.023,0.09,0.17,0.05,0.06,1.04,0.12,0.03,0.05,0.74,0,0.0,1.04,0.74
A0188,2025-08,Paid,0.025,0.023,0.09,0.13,0.07,0.2,0.93,0.1,0.05,0.15,0.72,10,0.09,0.84,0.72
A0188,2025-09,Paid,0.025,0.023,0.09,0.14,0.04,0.11,0.88,0.09,0.03,0.07,0.57,5,0.04,0.84,0.57
A0189,2024-01,Paid,0.0245,0.0215,0.086,3.64,4.07,3.95,34.71,2.16,2.42,2.35,20.6,0,0.0,34.71,20.6
A0189,2024-02,Pending,0.0245,0.0215,0.086,3.95,1.3,3.06,27.69,2.35,0.78,1.82,16.49,0,0.0,27.69,16.49
A0189,2024-03,Overdue,0.0245,0.0215,0.086,6.26,3.0,6.85,39.5,3.51,1.68,3.85,22.17,0,0.0,39.5,22.17
A0189,2024-04,Paid,0.0245,0.0215,0.086,3.97,1.54,5.01,24.65,2.74,1.06,3.46,17.02,10,2.46,22.19,17.02
A0189,2024-05,Paid,0.0245,0.0215,0.086,2.09,2.51,5.67,25.81,1.64,1.97,4.44,20.2,20,5.16,20.65,20.2
A0189,2024-06,Paid,0.0245,0.0215,0.086,2.86,1.43,3.72,27.12,1.5,0.75,1.96,14.25,0,0.0,27.12,14.25
A0189,2024-07,Paid,0.0245,0.0215,0.086,3.32,0.87,3.44,20.89,2.05,0.54,2.12,12.87,0,0.0,20.89,12.87
A0189,2024-08,Paid,0.0245,0.0215,0.086,5.98,1.75,1.96,28.05,3.62,1.06,1.19,16.99,15,4.21,23.84,16.99
A0189,2024-09,Paid,0.0245,0.0215,0.086,3.16,2.59,3.78,24.29,1.66,1.36,1.98,12.73,15,3.64,20.65,12.73
A0189,2024-10,Paid,0.0245,0.0215,0.086,3.32,2.72,1.77,23.23,2.25,1.84,1.2,15.76,5,1.16,22.07,15.76
A0189,2024-11,Paid,0.0245,0.0215,0.086,6.09,1.75,5.22,31.72,4.84,1.39,4.15,25.21,0,0.0,31.72,25.21
A0189,2024-12,Paid,0.0245,0.0215,0.086,1.72,0.98,4.32,19.16,1.0,0.57,2.52,11.17,0,0.0,19.16,11.17
A0189,2025-01,Paid,0.0245,0.0215,0.086,6.22,1.46,5.75,33.5,4.47,1.05,4.13,24.06,5,1.68,31.82,24.06
A0189,2025-02,Paid,0.0245,0.0215,0.086,2.91,2.45,3.44,22.27,2.24,1.89,2.65,17.15,0,0.0,22.27,17.15
A0189,2025-03,Paid,0.0245,0.0215,0.086,4.05,2.23,4.48,26.68,2.35,1.3,2.61,15.51,0,0.0,26.68,15.51
A0189,2025-04,Overdue,0.0245,0.0215,0.086,4.93,1.53,5.8,28.7,3.83,1.19,4.5,22.26,5,1.44,27.26,22.26
A0189,2025-05,Paid,0.0245,0.0215,0.086,4.14,0.97,4.62,22.56,3.0,0.71,3.35,16.34,0,0.0,22.56,16.34
A0189,2025-06,Paid,0.0245,0.0215,0.086,3.81,2.41,8.06,34.49,2.64,1.67,5.59,23.92,10,3.45,31.04,23.92
A0189,2025-07,Paid,0.0245,0.0215,0.086,1.56,1.06,3.81,17.92,0.87,0.59,2.13,10.0,0,0.0,17.92,10.0
A0189,2025-08,Paid,0.0245,0.0215,0.086,2.04,3.23,2.26,23.79,1.19,1.88,1.32,13.87,0,0.0,23.79,13.87
A0189,2025-09,Overdue,0.0245,0.0215,0.086,3.92,2.82,5.48,30.57,2.08,1.5,2.91,16.21,5,1.53,29.04,16.21
A0190,2024-01,Paid,0.025,0.023,0.09,0.93,0.38,0.8,6.82,0.71,0.29,0.61,5.24,0,0.0,6.82,5.24
A0190,2024-02,Paid,0.025,0.023,0.09,0.81,0.58,0.43,6.26,0.6,0.43,0.32,4.65,20,1.25,5.01,4.65
A0190,2024-03,Paid,0.025,0.023,0.09,0.48,0.57,1.04,5.46,0.25,0.3,0.55,2.87,5,0.27,5.19,2.87
A0190,2024-04,Paid,0.025,0.023,0.09,0.79,0.82,0.95,7.82,0.52,0.54,0.63,5.15,0,0.0,7.82,5.15
A0190,2024-05,Paid,0.025,0.023,0.09,1.27,0.95,0.44,7.71,0.72,0.54,0.25,4.35,10,0.77,6.94,4.35
A0190,2024-06,Paid,0.025,0.023,0.09,1.14,0.51,0.92,6.75,0.83,0.37,0.67,4.92,0,0.0,6.75,4.92
A0190,2024-07,Paid,0.025,0.023,0.09,1.07,0.96,1.86,9.9,0.72,0.64,1.25,6.65,15,1.48,8.42,6.65
A0190,2024-08,Paid,0.025,0.023,0.09,0.6,0.53,1.17,5.9,0.47,0.42,0.91,4.63,0,0.0,5.9,4.63
A0190,2024-09,Paid,0.025,0.023,0.09,0.63,0.43,0.9,5.42,0.45,0.31,0.65,3.89,5,0.27,5.15,3.89
A0190,2024-10,Paid,0.025,0.023,0.09,0.58,0.67,0.92,6.94,0.31,0.36,0.49,3.68,0,0.0,6.94,3.68
A0190,2024-11,Paid,0.025,0.023,0.09,1.63,0.58,0.72,8.15,1.0,0.36,0.44,4.99,5,0.41,7.74,4.99
A0190,2024-12,Paid,0.025,0.023,0.09,1.11,0.65,1.13,8.24,0.75,0.44,0.76,5.55,10,0.82,7.42,5.55
A0190,2025-01,Paid,0.025,0.023,0.09,1.56,0.87,0.93,8.69,1.21,0.67,0.72,6.72,10,0.87,7.82,6.72
A0190,2025-02,Paid,0.025,0.023,0.09,0.68,0.52,0.35,5.49,0.42,0.32,0.21,3.36,0,0.0,5.49,3.36
A0190,2025-03,Paid,0.025,0.023,0.09,0.7,0.75,1.15,7.0,0.39,0.42,0.64,3.9,0,0.0,7.0,3.9
A0190,2025-04,Pending,0.025,0.023,0.09,1.19,0.7,1.45,7.74,0.7,0.41,0.85,4.53,10,0.77,6.97,4.53
A0190,2025-05,Pending,0.025,0.023,0.09,1.27,0.61,1.69,10.54,0.73,0.35,0.97,6.06,15,1.58,8.96,6.06
A0190,2025-06,Paid,0.025,0.023,0.09,1.65,0.59,1.58,9.4,0.9,0.32,0.86,5.14,0,0.0,9.4,5.14
A0190,2025-07,Paid,0.025,0.023,0.09,1.39,0.51,0.69,8.41,0.84,0.31,0.41,5.07,5,0.42,7.99,5.07
A0190,2025-08,Paid,0.025,0.023,0.09,0.67,0.6,1.11,6.09,0.38,0.35,0.64,3.5,0,0.0,6.09,3.5
A0190,2025-09,Paid,0.025,0.023,0.09,1.22,0.97,2.05,9.73,0.79,0.64,1.34,6.35,15,1.46,8.27,6.35
A0191,2024-01,Paid,0.025,0.023,0.09,2.76,4.27,8.3,40.68,2.12,3.28,6.38,31.26,0,0.0,40.68,31.26
A0191,2024-02,Paid,0.025,0.023,0.09,6.6,2.78,5.84,42.98,5.19,2.18,4.59,33.8,0,0.0,42.98,33.8
A0191,2024-03,Overdue,0.025,0.023,0.09,3.41,3.01,4.09,32.82,1.87,1.65,2.24,17.98,10,3.28,29.54,17.98
A0191,2024-04,Paid,0.025,0.023,0.09,9.54,2.29,4.54,48.54,6.4,1.54,3.05,32.56,0,0.0,48.54,32.56
A0191,2024-05,Paid,0.025,0.023,0.09,4.07,3.67,7.94,45.01,2.86,2.58,5.57,31.61,5,2.25,42.76,31.61
A0191,2024-06,Paid,0.025,0.023,0.09,3.32,2.83,7.93,43.81,1.81,1.55,4.33,23.91,5,2.19,41.62,23.91
A0191,2024-07,Paid,0.025,0.023,0.09,5.18,2.55,7.39,36.26,3.42,1.68,4.87,23.92,0,0.0,36.26,23.92
A0191,2024-08,Pending,0.025,0.023,0.09,5.0,2.78,3.63,32.08,2.8,1.56,2.03,17.96,0,0.0,32.08,17.96
A0191,2024-09,Paid,0.025,0.023,0.09,2.56,2.38,4.2,24.69,1.56,1.45,2.56,15.04,5,1.23,23.46,15.04
A0191,2024-10,Paid,0.025,0.023,0.09,3.19,1.69,1.78,24.34,1.9,1.01,1.06,14.54,0,0.0,24.34,14.54
A0191,2024-11,Paid,0.025,0.023,0.09,3.91,2.89,3.47,28.16,2.91,2.15,2.58,20.97,5,1.41,26.75,20.97
A0191,2024-12,Pending,0.025,0.023,0.09,4.07,4.8,7.92,47.85,2.32,2.73,4.52,27.28,10,4.78,43.07,27.28
A0191,2025-01,Paid,0.025,0.023,0.09,4.65,3.02,4.6,35.89,3.08,2.0,3.04,23.76,10,3.59,32.3,23.76
A0191,2025-02,Pending,0.025,0.023,0.09,6.99,4.08,1.98,38.1,4.73,2.76,1.34,25.74,0,0.0,38.1,25.74
A0191,2025-03,Paid,0.025,0.023,0.09,7.33,2.13,5.25,40.06,4.39,1.27,3.14,24.0,0,0.0,40.06,24.0
A0191,2025-04,Pending,0.025,0.023,0.09,5.6,4.36,7.04,46.37,4.36,3.4,5.48,36.12,0,0.0,46.37,36.12
A0191,2025-05,Paid,0.025,0.023,0.09,2.51,2.58,1.3,23.53,1.51,1.55,0.78,14.11,0,0.0,23.53,14.11
A0191,2025-06,Pending,0.025,0.023,0.09,4.75,3.59,7.62,44.33,2.84,2.15,4.56,26.5,5,2.22,42.11,26.5
A0191,2025-07,Paid,0.025,0.023,0.09,5.9,1.96,5.8,45.41,4.18,1.39,4.11,32.14,10,4.54,40.87,32.14
A0191,2025-08,Paid,0.025,0.023,0.09,5.65,2.65,4.44,40.95,3.65,1.71,2.87,26.47,0,0.0,40.95,26.47
A0191,2025-09,Paid,0.025,0.023,0.09,4.04,2.84,4.89,32.22,2.9,2.04,3.51,23.12,0,0.0,32.22,23.12
A0192,2024-01,Paid,0.025,0.023,0.09,4.64,2.34,7.92,37.22,2.54,1.28,4.32,20.32,0,0.0,37.22,20.32
A0192,2024-02,Paid,0.025,0.023,0.09,1.52,2.21,3.48,21.57,0.83,1.2,1.9,11.74,10,2.16,19.41,11.74
A0192,2024-03,Paid,0.025,0.023,0.09,3.68,1.37,1.87,24.26,2.65,0.99,1.34,17.49,0,0.0,24.26,17.49
A0192,2024-04,Paid,0.025,0.023,0.09,3.5,1.88,3.81,24.63,2.16,1.16,2.35,15.19,5,1.23,23.4,15.19
A0192,2024-05,Paid,0.025,0.023,0.09,2.69,3.84,5.5,33.61,2.03,2.91,4.17,25.45,0,0.0,33.61,25.45
A0192,2024-06,Paid,0.025,0.023,0.09,6.99,3.63,2.43,39.76,3.99,2.07,1.39,22.67,15,5.96,33.8,22.67
A0192,2024-07,Paid,0.025,0.023,0.09,2.92,1.52,6.4,32.84,1.67,0.87,3.66,18.78,15,4.93,27.91,18.78
A0192,2024-08,Paid,0.025,0.023,0.09,6.95,2.46,5.73,38.7,5.27,1.87,4.35,29.37,0,0.0,38.7,29.37
A0192,2024-09,Paid,0.025,0.023,0.09,3.32,3.65,2.35,28.93,2.02,2.22,1.43,17.6,0,0.0,28.93,17.6
A0192,2024-10,Paid,0.025,0.023,0.09,6.71,1.5,2.41,35.05,3.57,0.8,1.28,18.68,5,1.75,33.3,18.68
A0192,2024-11,Paid,0.025,0.023,0.09,3.84,2.99,3.6,27.13,2.17,1.69,2.04,15.36,0,0.0,27.13,15.36
A0192,2024-12,Paid,0.025,0.023,0.09,2.94,2.62,6.98,31.74,2.15,1.91,5.1,23.2,10,3.17,28.57,23.2
A0192,2025-01,Paid,0.025,0.023,0.09,3.79,4.03,2.75,34.79,2.2,2.34,1.6,20.17,10,3.48,31.31,20.17
A0192,2025-02,Paid,0.025,0.023,0.09,2.44,2.18,4.78,26.42,1.63,1.45,3.19,17.62,10,2.64,23.78,17.62
A0192,2025-03,Pending,0.025,0.023,0.09,3.41,1.16,6.96,30.48,2.56,0.87,5.22,22.87,10,3.05,27.43,22.87
A0192,2025-04,Paid,0.025,0.023,0.09,2.35,2.21,3.85,24.77,1.61,1.51,2.63,16.92,0,0.0,24.77,16.92
A0192,2025-05,Paid,0.025,0.023,0.09,4.73,1.82,2.67,27.27,3.44,1.32,1.94,19.79,0,0.0,27.27,19.79
A0192,2025-06,Pending,0.025,0.023,0.09,3.7,4.0,6.45,37.05,2.94,3.17,5.11,29.38,10,3.7,33.35,29.38
A0192,2025-07,Paid,0.025,0.023,0.09,3.1,1.04,2.61,18.88,1.83,0.61,1.54,11.13,0,0.0,18.88,11.13
A0192,2025-08,Paid,0.025,0.023,0.09,6.34,3.59,3.7,41.11,4.84,2.74,2.82,31.36,10,4.11,37.0,31.36
A0192,2025-09,Paid,0.025,0.023,0.09,2.67,1.45,2.03,16.14,1.77,0.97,1.35,10.74,0,0.0,16.14,10.74
A0193,2024-01,Paid,0.024,0.02,0.085,3.76,1.71,5.54,31.48,2.11,0.96,3.1,17.64,0,0.0,31.48,17.64
A0193,2024-02,Paid,0.024,0.02,0.085,4.96,2.58,2.21,26.26,2.68,1.39,1.19,14.17,20,5.25,21.01,14.17
A0193,2024-03,Paid,0.024,0.02,0.085,3.84,3.42,4.75,33.74,2.3,2.04,2.84,20.19,0,0.0,33.74,20.19
A0193,2024-04,Pending,0.024,0.02,0.085,2.52,1.73,3.77,24.54,1.36,0.94,2.04,13.28,20,4.91,19.63,13.28
A0193,2024-05,Paid,0.024,0.02,0.085,4.79,3.35,6.46,35.28,3.51,2.45,4.73,25.81,20,7.06,28.22,25.81
A0193,2024-06,Paid,0.024,0.02,0.085,3.35,4.06,5.73,43.74,2.24,2.71,3.82,29.18,10,4.37,39.37,29.18
A0193,2024-07,Paid,0.024,0.02,0.085,4.62,3.03,3.31,28.11,2.37,1.56,1.7,14.43,10,2.81,25.3,14.43
A0193,2024-08,Paid,0.024,0.02,0.085,4.02,1.6,3.63,31.32,3.07,1.22,2.77,23.92,5,1.57,29.75,23.92
A0193,2024-09,Paid,0.024,0.02,0.085,3.77,2.23,2.68,21.52,2.56,1.52,1.82,14.61,15,3.23,18.29,14.61
A0193,2024-10,Paid,0.024,0.02,0.085,4.67,3.34,7.2,36.85,2.95,2.11,4.56,23.32,0,0.0,36.85,23.32
A0193,2024-11,Paid,0.024,0.02,0.085,7.78,3.12,6.91,43.88,4.22,1.69,3.75,23.8,5,2.19,41.69,23.8
A0193,2024-12,Paid,0.024,0.02,0.085,3.5,2.77,7.55,41.78,2.24,1.78,4.84,26.78,5,2.09,39.69,26.78
A0193,2025-01,Paid,0.024,0.02,0.085,3.46,1.17,6.14,30.76,2.68,0.91,4.76,23.85,5,1.54,29.22,23.85
A0193,2025-02,Paid,0.024,0.02,0.085,5.21,3.22,1.66,29.99,3.52,2.18,1.12,20.26,5,1.5,28.49,20.26
A0193,2025-03,Paid,0.024,0.02,0.085,3.51,1.71,2.98,28.99,2.24,1.09,1.9,18.49,0,0.0,28.99,18.49
A0193,2025-04,Paid,0.024,0.02,0.085,5.6,3.53,3.13,34.4,3.82,2.41,2.14,23.47,5,1.72,32.68,23.47
A0193,2025-05,Paid,0.024,0.02,0.085,4.82,2.23,5.41,28.51,3.2,1.48,3.6,18.96,15,4.28,24.23,18.96
A0193,2025-06,Paid,0.024,0.02,0.085,6.63,1.52,7.47,36.16,4.56,1.05,5.13,24.84,0,0.0,36.16,24.84
A0193,2025-07,Paid,0.024,0.02,0.085,6.9,2.45,4.74,37.02,3.86,1.37,2.65,20.72,15,5.55,31.47,20.72
A0193,2025-08,Paid,0.024,0.02,0.085,4.69,1.97,7.85,36.07,2.55,1.08,4.27,19.64,10,3.61,32.46,19.64
A0193,2025-09,Paid,0.024,0.02,0.085,5.61,3.01,5.22,31.6,2.83,1.51,2.63,15.92,10,3.16,28.44,15.92
A0194,2024-01,Pending,0.025,0.023,0.09,1.3,1.72,1.82,15.38,0.97,1.29,1.36,11.53,5,0.77,14.61,11.53
A0194,2024-02,Paid,0.025,0.023,0.09,3.75,2.47,5.89,30.79,1.88,1.24,2.95,15.43,10,3.08,27.71,15.43
A0194,2024-03,Paid,0.025,0.023,0.09,1.41,0.73,2.76,15.67,0.82,0.42,1.59,9.04,0,0.0,15.67,9.04
A0194,2024-04,Paid,0.025,0.023,0.09,2.3,1.13,1.93,22.78,1.56,0.76,1.31,15.39,10,2.28,20.5,15.39
A0194,2024-05,Paid,0.025,0.023,0.09,3.24,1.05,3.61,21.52,2.1,0.68,2.35,13.98,0,0.0,21.52,13.98
A0194,2024-06,Paid,0.025,0.023,0.09,2.09,0.79,0.92,11.5,1.61,0.61,0.71,8.86,15,1.72,9.78,8.86
A0194,2024-07,Paid,0.025,0.023,0.09,2.61,2.4,4.41,25.18,1.47,1.35,2.49,14.2,20,5.04,20.14,14.2
A0194,2024-08,Paid,0.025,0.023,0.09,2.86,1.2,3.83,24.02,1.53,0.64,2.04,12.83,0,0.0,24.02,12.83
A0194,2024-09,Paid,0.025,0.023,0.09,1.18,0.74,2.32,15.6,0.65,0.41,1.27,8.55,0,0.0,15.6,8.55
A0194,2024-10,Paid,0.025,0.023,0.09,3.43,1.06,2.31,20.81,2.23,0.69,1.5,13.51,10,2.08,18.73,13.51
A0194,2024-11,Paid,0.025,0.023,0.09,1.87,0.88,2.51,17.89,1.1,0.52,1.47,10.51,0,0.0,17.89,10.51
A0194,2024-12,Paid,0.025,0.023,0.09,2.2,0.61,2.64,13.93,1.4,0.39,1.68,8.87,15,2.09,11.84,8.87
A0194,2025-01,Paid,0.025,0.023,0.09,3.03,2.49,3.31,22.2,2.14,1.76,2.34,15.68,0,0.0,22.2,15.68
A0194,2025-02,Paid,0.025,0.023,0.09,2.06,1.34,1.48,15.91,1.23,0.8,0.88,9.49,0,0.0,15.91,9.49
A0194,2025-03,Overdue,0.025,0.023,0.09,3.8,2.01,1.44,21.89,2.66,1.41,1.01,15.32,20,4.38,17.51,15.32
A0194,2025-04,Paid,0.025,0.023,0.09,2.92,1.09,4.55,25.75,1.48,0.55,2.3,13.03,10,2.58,23.17,13.03
A0194,2025-05,Pending,0.025,0.023,0.09,1.55,0.88,5.02,21.39,1.03,0.58,3.33,14.2,10,2.14,19.25,14.2
A0194,2025-06,Paid,0.025,0.023,0.09,4.19,2.92,1.76,25.64,3.24,2.25,1.36,19.8,0,0.0,25.64,19.8
A0194,2025-07,Overdue,0.025,0.023,0.09,3.6,2.84,3.89,27.73,2.81,2.22,3.03,21.64,10,2.77,24.96,21.64
A0194,2025-08,Paid,0.025,0.023,0.09,3.24,1.08,4.43,23.28,2.17,0.72,2.97,15.64,5,1.16,22.12,15.64
A0194,2025-09,Paid,0.025,0.023,0.09,2.68,1.57,1.74,17.22,2.13,1.25,1.38,13.69,5,0.86,16.36,13.69
A0195,2024-01,Paid,0.0245,0.0215,0.086,0.08,0.03,0.08,0.47,0.05,0.02,0.05,0.27,10,0.05,0.42,0.27
A0195,2024-02,Paid,0.0245,0.0215,0.086,0.1,0.06,0.15,0.67,0.06,0.04,0.09,0.4,5,0.03,0.64,0.4
A0195,2024-03,Paid,0.0245,0.0215,0.086,0.07,0.02,0.1,0.54,0.05,0.01,0.06,0.34,5,0.03,0.51,0.34
A0195,2024-04,Paid,0.0245,0.0215,0.086,0.05,0.03,0.07,0.45,0.03,0.02,0.05,0.29,0,0.0,0.45,0.29
A0195,2024-05,Paid,0.0245,0.0215,0.086,0.04,0.03,0.08,0.36,0.03,0.02,0.06,0.26,10,0.04,0.32,0.26
A0195,2024-06,Paid,0.0245,0.0215,0.086,0.07,0.04,0.05,0.4,0.04,0.02,0.03,0.25,0,0.0,0.4,0.25
A0195,2024-07,Paid,0.0245,0.0215,0.086,0.07,0.05,0.03,0.52,0.04,0.03,0.02,0.27,10,0.05,0.47,0.27
A0195,2024-08,Paid,0.0245,0.0215,0.086,0.11,0.03,0.15,0.65,0.08,0.02,0.11,0.46,0,0.0,0.65,0.46
A0195,2024-09,Paid,0.0245,0.0215,0.086,0.08,0.06,0.17,0.76,0.04,0.04,0.09,0.43,5,0.04,0.72,0.43
A0195,2024-10,Paid,0.0245,0.0215,0.086,0.08,0.04,0.07,0.56,0.06,0.03,0.05,0.43,10,0.06,0.5,0.43
A0195,2024-11,Paid,0.0245,0.0215,0.086,0.07,0.05,0.16,0.75,0.04,0.03,0.09,0.42,0,0.0,0.75,0.42
A0195,2024-12,Paid,0.0245,0.0215,0.086,0.15,0.03,0.04,0.67,0.09,0.02,0.03,0.39,0,0.0,0.67,0.39
A0195,2025-01,Paid,0.0245,0.0215,0.086,0.08,0.05,0.1,0.53,0.04,0.03,0.05,0.29,0,0.0,0.53,0.29
A0195,2025-02,Paid,0.0245,0.0215,0.086,0.11,0.06,0.16,0.73,0.06,0.03,0.09,0.43,5,0.04,0.69,0.43
A0195,2025-03,Paid,0.0245,0.0215,0.086,0.08,0.06,0.04,0.59,0.05,0.04,0.03,0.4,10,0.06,0.53,0.4
A0195,2025-04,Paid,0.0245,0.0215,0.086,0.1,0.07,0.06,0.57,0.06,0.04,0.03,0.33,0,0.0,0.57,0.33
A0195,2025-05,Paid,0.0245,0.0215,0.086,0.08,0.04,0.06,0.54,0.04,0.02,0.03,0.28,10,0.05,0.49,0.28
A0195,2025-06,Paid,0.0245,0.0215,0.086,0.12,0.06,0.12,0.68,0.08,0.04,0.08,0.46,0,0.0,0.68,0.46
A0195,2025-07,Paid,0.0245,0.0215,0.086,0.11,0.09,0.15,0.92,0.08,0.07,0.11,0.67,5,0.05,0.87,0.67
A0195,2025-08,Paid,0.0245,0.0215,0.086,0.08,0.02,0.06,0.44,0.04,0.01,0.03,0.24,15,0.07,0.37,0.24
A0195,2025-09,Paid,0.0245,0.0215,0.086,0.07,0.05,0.04,0.51,0.05,0.03,0.02,0.32,0,0.0,0.51,0.32
A0196,2024-01,Paid,0.024,0.02,0.085,3.2,3.39,3.03,28.29,1.67,1.76,1.57,14.72,5,1.41,26.88,14.72
A0196,2024-02,Paid,0.024,0.02,0.085,2.18,0.75,3.61,18.27,1.1,0.38,1.82,9.23,0,0.0,18.27,9.23
A0196,2024-03,Pending,0.024,0.02,0.085,2.69,2.48,1.23,22.07,1.65,1.52,0.75,13.52,0,0.0,22.07,13.52
A0196,2024-04,Paid,0.024,0.02,0.085,2.69,0.74,2.14,14.35,1.58,0.43,1.26,8.41,0,0.0,14.35,8.41
A0196,2024-05,Paid,0.024,0.02,0.085,1.44,1.3,1.61,16.36,1.1,0.99,1.22,12.48,0,0.0,16.36,12.48
A0196,2024-06,Paid,0.024,0.02,0.085,1.75,1.68,2.3,18.79,0.88,0.85,1.16,9.47,5,0.94,17.85,9.47
A0196,2024-07,Paid,0.024,0.02,0.085,1.39,0.96,2.18,11.45,0.97,0.67,1.51,7.94,5,0.57,10.88,7.94
A0196,2024-08,Paid,0.024,0.02,0.085,3.53,0.67,0.92,16.35,2.54,0.48,0.66,11.77,5,0.82,15.53,11.77
A0196,2024-09,Paid,0.024,0.02,0.085,1.38,0.71,2.34,12.59,0.86,0.45,1.46,7.87,0,0.0,12.59,7.87
A0196,2024-10,Paid,0.024,0.02,0.085,3.8,1.78,2.38,20.54,2.47,1.15,1.55,13.36,0,0.0,20.54,13.36
A0196,2024-11,Paid,0.024,0.02,0.085,2.65,0.95,1.13,17.28,1.52,0.55,0.65,9.92,10,1.73,15.55,9.92
A0196,2024-12,Paid,0.024,0.02,0.085,2.66,1.51,1.32,16.24,1.53,0.87,0.76,9.35,20,3.25,12.99,9.35
A0196,2025-01,Pending,0.024,0.02,0.085,3.42,1.72,1.8,18.64,1.76,0.89,0.93,9.61,0,0.0,18.64,9.61
A0196,2025-02,Paid,0.024,0.02,0.085,2.14,1.7,3.93,21.47,1.65,1.31,3.04,16.57,15,3.22,18.25,16.57
A0196,2025-03,Paid,0.024,0.02,0.085,3.04,1.38,4.27,21.31,1.55,0.7,2.17,10.84,5,1.07,20.24,10.84
A0196,2025-04,Paid,0.024,0.02,0.085,2.78,1.24,3.21,22.77,1.5,0.67,1.74,12.32,5,1.14,21.63,12.32
A0196,2025-05,Paid,0.024,0.02,0.085,1.95,0.67,2.87,14.26,1.4,0.48,2.06,10.23,5,0.71,13.55,10.23
A0196,2025-06,Pending,0.024,0.02,0.085,2.45,1.05,1.7,14.21,1.56,0.67,1.08,9.05,0,0.0,14.21,9.05
A0196,2025-07,Paid,0.024,0.02,0.085,3.76,1.56,3.73,20.6,2.46,1.02,2.44,13.46,0,0.0,20.6,13.46
A0196,2025-08,Overdue,0.024,0.02,0.085,3.58,1.57,2.17,20.41,2.11,0.92,1.28,12.01,5,1.02,19.39,12.01
A0196,2025-09,Paid,0.024,0.02,0.085,3.37,1.98,4.89,24.53,1.85,1.09,2.68,13.45,0,0.0,24.53,13.45
A0197,2024-01,Paid,0.024,0.02,0.085,3.75,1.45,4.26,21.06,2.77,1.07,3.15,15.58,15,3.16,17.9,15.58
A0197,2024-02,Paid,0.024,0.02,0.085,3.67,1.85,5.47,30.77,1.97,0.99,2.94,16.53,5,1.54,29.23,16.53
A0197,2024-03,Paid,0.024,0.02,0.085,4.23,1.45,4.53,25.6,2.49,0.85,2.67,15.07,0,0.0,25.6,15.07
A0197,2024-04,Paid,0.024,0.02,0.085,3.23,2.73,3.05,25.19,2.34,1.98,2.21,18.28,10,2.52,22.67,18.28
A0197,2024-05,Paid,0.024,0.02,0.085,1.88,1.49,1.48,16.88,1.11,0.88,0.87,9.95,0,0.0,16.88,9.95
A0197,2024-06,Paid,0.024,0.02,0.085,4.43,1.3,7.01,31.22,3.48,1.02,5.51,24.52,5,1.56,29.66,24.52
A0197,2024-07,Pending,0.024,0.02,0.085,4.37,2.3,5.26,27.73,2.42,1.27,2.91,15.32,10,2.77,24.96,15.32
A0197,2024-08,Paid,0.024,0.02,0.085,2.37,2.2,5.3,24.08,1.56,1.45,3.49,15.85,15,3.61,20.47,15.85
A0197,2024-09,Paid,0.024,0.02,0.085,1.62,0.8,2.34,16.65,1.07,0.53,1.55,11.01,10,1.66,14.99,11.01
A0197,2024-10,Paid,0.024,0.02,0.085,4.14,1.94,4.77,27.75,2.69,1.26,3.1,18.04,10,2.78,24.97,18.04
A0197,2024-11,Paid,0.024,0.02,0.085,2.23,2.13,6.96,29.45,1.64,1.56,5.1,21.57,10,2.94,26.51,21.57
A0197,2024-12,Pending,0.024,0.02,0.085,1.43,0.78,3.76,16.79,0.74,0.4,1.93,8.63,15,2.52,14.27,8.63
A0197,2025-01,Paid,0.024,0.02,0.085,2.48,2.27,1.32,18.88,1.65,1.51,0.88,12.53,0,0.0,18.88,12.53
A0197,2025-02,Paid,0.024,0.02,0.085,5.84,3.58,3.67,32.91,4.3,2.64,2.7,24.25,0,0.0,32.91,24.25
A0197,2025-03,Paid,0.024,0.02,0.085,2.95,1.43,3.33,25.5,1.52,0.74,1.72,13.14,0,0.0,25.5,13.14
A0197,2025-04,Pending,0.024,0.02,0.085,4.83,2.71,6.14,33.56,3.2,1.8,4.08,22.28,0,0.0,33.56,22.28
A0197,2025-05,Paid,0.024,0.02,0.085,6.59,3.84,4.92,42.03,4.16,2.43,3.11,26.57,10,4.2,37.83,26.57
A0197,2025-06,Paid,0.024,0.02,0.085,3.09,1.35,3.3,21.23,1.92,0.84,2.05,13.19,5,1.06,20.17,13.19
A0197,2025-07,Paid,0.024,0.02,0.085,1.92,1.95,3.92,23.13,1.27,1.29,2.59,15.3,5,1.16,21.97,15.3
